rank,fame,deaths,accountAge,characters,skins,verified
22,1707,9,1460,1,1,0
18,1094,2,7,1,1,0
17,863,14,730,1,0,0
29,2292,135,365,4,2,1
23,1232,76,2190,2,7,1
56,2031,184,39,6,11,1
18,999,2,7,1,1,0
23,608,56,365,6,4,1
51,1817,32,730,3,4,0
34,3655,39,135,3,6,1
42,2345,76,1460,3,6,1
34,1084,102,365,3,2,1
32,1685,59,2920,5,7,1
35,1804,79,2920,1,7,1
16,375,3,730,2,0,0
45,1925,70,59,8,22,1
36,2048,95,1445,4,3,1
44,6489,50,2555,6,10,1
27,451,92,1825,1,1,1
3,65,2,145,2,0,0
30,225,84,339,1,1,1
12,865,3,256,2,1,0
56,866,221,365,2,4,1
41,2649,51,31,2,2,0
34,1967,3,2190,4,2,0
34,5404,0,2920,6,6,0
26,714,111,1095,1,1,1
69,374,55,730,2,0,0
24,2314,1,952,3,0,0
6,728,2,1460,1,0,0
10,29,2,1,1,0,0
58,303,246,53,2,0,1
25,1758,258,2190,2,4,1
62,4184,67,2920,2,1,1
69,2681,0,2920,5,2,0
41,337,169,1095,1,3,1
23,502,5,1095,4,2,0
54,1687,157,365,4,7,1
9,1504,2,123,1,0,0
41,2633,293,365,1,3,1
47,4047,29,31,9,9,0
42,8808,5,165,2,2,1
24,500,239,1416,1,6,0
37,580,165,113,2,0,1
46,2306,30,2920,5,8,1
56,0,849,1825,0,39,1
51,1109,80,2920,1,6,1
37,732,50,37,3,1,0
24,1074,53,1095,2,2,1
53,54036,6,365,13,9,0
47,934,518,2190,3,22,1
53,2508,444,2190,6,18,1
5,0,3,3,1,0,0
31,1139,54,1460,2,1,1
26,2034,11,730,3,3,0
15,1017,0,143,9,0,0
28,6784,11,2190,3,4,0
42,2206,70,2555,3,5,1
67,11280,40,65,3,5,1
35,4307,0,2920,10,10,1
31,586,89,730,2,2,1
62,75,269,121,1,6,1
21,330,2,365,2,0,0
14,1645,1,5,2,0,0
57,8063,35,1095,5,10,1
42,1431,69,730,7,9,1
37,2253,60,554,3,0,1
75,501,294,730,2,32,1
48,469,1735,1460,1,11,1
49,1163,35,1825,4,10,1
40,1904,81,2920,3,2,1
15,787,3,9,2,0,0
33,282,170,2920,2,2,0
45,883,282,1825,3,9,1
25,583,3,290,1,0,0
17,229,15,1447,1,0,0
44,793,3,21,3,1,1
20,579,86,1460,1,1,0
28,1296,0,2920,5,17,0
33,1259,56,2555,3,1,0
46,483,131,1825,3,2,1
80,10636,50,1460,8,61,1
9,1,4,16,1,0,0
35,1903,0,222,3,5,1
60,4308,60,2555,3,2,1
31,6075,51,1095,2,0,1
52,310,21,376,1,2,1
48,3982,17,365,7,17,1
73,558,272,2190,3,28,1
34,772,161,2555,6,6,0
36,2297,83,1825,2,4,0
34,3,1,1460,1,1,0
18,277,3,1460,1,1,0
39,927,156,1460,1,2,1
60,1932,38,69,2,0,1
25,365,167,730,2,1,1
79,587,210,2190,14,65,1
33,18,62,730,1,1,0
19,907,3,983,2,0,0
56,3083,134,123,2,2,1
21,1110,41,984,2,3,1
43,1402,215,365,2,2,1
30,1259,33,39,1,0,0
15,697,12,28,1,0,0
63,1130,97,365,1,16,1
28,541,4,74,2,0,0
35,3178,62,2190,3,11,1
19,835,3,958,1,0,0
29,550,133,2920,5,13,1
24,3056,56,730,2,0,1
24,3098,4,942,3,0,1
40,2159,98,1460,5,1,1
54,640,287,2920,2,13,1
77,580,496,2920,2,70,1
33,1220,193,365,1,0,1
11,396,3,1095,1,3,0
45,483,128,730,3,2,0
26,2624,41,1825,2,3,1
25,1779,79,203,3,1,1
33,897,164,1095,3,1,1
51,413,108,1825,2,8,1
49,486,268,730,2,14,1
38,4266,75,2555,10,13,1
25,1779,79,203,3,1,0
50,52,464,1095,1,16,1
32,499,40,305,1,0,1
43,606,229,1460,2,7,1
46,606,54,2555,1,5,1
20,776,7,168,4,5,0
36,530,129,2920,1,3,1
28,873,27,1095,6,0,0
11,559,2,8,2,1,0
17,846,5,1095,1,0,0
21,1270,2,1460,1,0,0
11,273,3,365,1,0,0
80,14852,36,1095,11,42,1
35,4112,22,730,3,3,0
27,6035,111,2190,3,3,1
45,185,148,1825,1,6,1
60,1605,488,2190,2,28,1
17,1596,1,6,3,1,0
43,649,60,84,1,0,1
63,60,241,2190,2,17,1
48,349,1236,1460,1,8,1
61,2021,410,2555,2,34,1
54,472,187,365,1,4,1
55,2361,112,182,2,2,1
57,5954,121,1460,8,22,1
22,722,66,78,1,1,0
68,11467,47,1095,7,19,1
37,4199,0,2920,4,0,1
25,847,56,2190,1,2,1
66,3167,337,2555,5,27,1
75,33646,20,1460,2,6,0
51,9242,10,942,3,2,1
53,397,475,1825,2,25,1
58,1062,154,32,3,1,1
59,428,338,365,2,6,1
36,859,2,1460,4,2,0
9,937,2,730,1,0,0
60,508,333,1825,3,30,1
51,407,201,730,4,7,1
19,1427,17,1825,3,2,1
51,3183,73,730,7,11,1
53,2119,120,44,2,1,1
80,9891,81,170,9,28,1
43,619,180,2920,3,3,1
29,3725,112,2920,7,8,1
11,703,6,67,2,2,0
63,901,386,2920,4,26,1
40,1414,66,1095,3,0,1
34,1799,43,36,6,8,0
16,420,3,261,1,1,0
78,105137,43,1460,16,75,1
80,36619,121,556,16,51,1
46,260,130,1825,1,2,1
60,8450,36,365,9,11,1
80,36619,121,556,16,51,0
33,1113,0,730,6,12,0
58,1527,69,2190,3,8,1
49,1015,142,118,2,3,1
42,2447,54,3285,4,7,1
11,283,1,48,2,0,0
33,480,39,2920,11,12,1
49,2701,157,68,2,3,1
55,421,640,1453,2,3,1
30,410,111,57,2,0,0
38,818,587,2190,4,11,1
21,3030,2,142,4,6,0
33,1458,28,10,3,1,0
58,7563,60,1460,4,6,1
57,960,161,732,4,3,1
46,0,286,758,1,5,1
47,2822,84,2555,2,6,1
53,329,434,2920,1,3,1
76,4690,123,365,5,25,1
4,1199,5,365,1,0,0
58,2673,97,1095,4,11,1
23,2493,2,13,2,1,0
8,309,4,1460,1,0,0
49,268,754,1095,2,9,1
8,557,1,5,1,0,0
13,3285,0,1460,6,5,1
40,810,134,520,2,2,1
25,1340,52,961,2,1,1
45,54,250,1825,1,6,1
16,1332,13,1825,2,0,0
42,960,23,131,1,0,0
22,1066,279,1825,4,1,1
68,10304,498,2920,9,7,1
59,2723,61,2190,1,0,1
6,1056,1,1,1,0,0
70,282,486,2190,1,49,1
41,2713,54,202,2,2,1
13,518,4,9,1,1,0
28,1863,273,1825,4,7,0
33,776,25,29,2,1,0
59,854,123,284,2,6,1
51,5770,98,23,8,7,0
24,1497,37,314,7,11,0
44,912,404,365,3,8,1
15,1075,3,730,2,0,0
30,549,86,730,1,1,0
40,762,872,1825,1,0,1
39,941,2,13,3,4,0
22,1105,2,56,2,0,0
25,6421,33,365,2,2,0
39,436,1254,2920,2,6,1
60,7275,87,2555,6,31,1
24,3692,14,2920,4,2,0
48,1588,96,2190,4,4,1
24,642,3,26,2,0,0
73,6387,968,2920,7,68,1
48,319,211,2555,3,7,1
43,1023,241,730,3,4,1
32,885,0,2190,2,6,0
57,932,761,1460,3,19,1
33,2294,16,1825,2,1,1
15,1623,18,2920,1,0,0
26,46,80,1825,1,0,0
48,541,432,2920,2,5,1
39,783,1325,1095,1,3,1
14,783,55,1460,2,0,0
48,1349,66,730,4,9,1
49,660,677,2920,3,25,1
38,1005,193,43,3,8,1
46,329,85,984,1,2,1
28,2473,228,159,6,3,1
30,1457,0,2920,6,7,1
26,786,0,2920,3,0,1
11,367,3,73,2,0,0
37,900,416,730,3,1,1
60,578,417,730,2,11,1
36,531,787,1460,2,2,1
16,337,1,114,1,0,0
30,1201,2,2920,6,2,0
41,2238,99,2190,7,4,1
15,1056,0,2920,1,0,0
16,602,5,730,1,0,1
44,756,426,2190,3,9,1
37,639,246,1825,4,3,1
56,1815,581,329,2,14,1
44,2162,0,2626,3,3,0
32,466,37,44,2,1,1
41,513,134,220,1,1,1
13,0,11,22,0,0,0
41,4,1026,730,1,2,1
10,1577,12,225,2,2,1
28,3740,66,1507,2,2,1
54,990,332,1095,4,44,1
62,700,771,2920,5,14,1
42,691,158,3285,3,3,1
56,1708,96,1460,3,10,1
30,957,88,2555,4,2,1
38,19967,27,1825,6,8,1
41,1280,133,365,2,1,1
53,201,342,2555,2,13,0
38,344,688,1825,2,15,1
49,5632,63,1825,8,4,1
22,3473,2,1825,3,4,0
24,421,7,255,1,0,0
47,494,85,1460,2,9,1
46,6305,88,2555,7,1,1
34,1346,59,730,3,6,1
48,705,80,1825,6,19,1
54,5691,90,2252,3,24,1
37,749,462,2555,4,2,0
4,615,3,1460,1,0,0
65,9907,0,2920,12,6,0
27,3658,31,365,2,1,1
80,1126,209,134,5,6,1
73,19490,640,1825,10,19,1
25,0,19,17,1,2,1
50,1492,0,3285,4,3,1
13,1293,1,40,3,2,0
57,359,113,2190,1,13,1
34,1940,21,34,2,1,0
75,49381,95,2259,15,66,1
59,3920,325,2920,3,11,1
22,1732,84,2555,1,0,0
42,0,187,1825,1,13,1
80,17076,774,2920,13,41,1
19,1622,2,2555,3,1,0
34,2014,115,365,4,3,1
25,1151,1,365,1,1,1
49,558,21,2555,2,4,1
38,299,522,1095,1,8,0
59,775,44,189,2,5,1
36,144,67,147,2,2,1
71,661,221,168,2,4,1
78,46124,338,1460,16,94,1
19,963,5,491,2,2,0
71,16170,138,365,10,22,1
20,1596,3,2555,2,1,0
34,2180,69,104,7,8,1
35,699,60,730,10,5,1
71,6159,94,365,2,17,1
60,8475,29,1460,12,17,1
21,1559,50,481,1,1,1
52,59,32,96,1,3,1
27,25,158,1460,1,0,1
17,454,2,365,2,1,0
38,781,22,87,5,4,0
33,333,89,1095,2,2,1
31,3701,45,123,2,4,0
72,10433,98,2555,6,15,1
49,877,328,1460,5,16,1
9,400,2,730,1,1,0
48,480,2116,2920,2,3,1
17,18,3,1460,2,3,1
49,7710,74,2555,6,17,1
27,4775,31,30,6,1,1
38,4377,102,2190,5,10,1
24,850,8,60,1,0,0
20,834,3,26,3,0,0
45,705,481,365,1,1,1
43,10404,14,365,12,0,1
32,13,203,557,1,4,1
56,439,220,1460,2,13,1
40,248,45,2920,1,0,1
21,843,16,1095,6,0,1
30,0,0,730,0,2,0
32,256,772,1095,2,5,1
13,549,68,1825,2,0,1
49,883,51,2920,3,6,1
19,560,1,26,2,2,0
0,0,0,365,0,0,1
39,720,165,2920,6,2,1
4,0,3,9,1,0,0
33,3922,41,2190,7,0,1
31,1569,9,21,3,0,0
38,661,345,1460,3,4,1
59,1444,70,365,5,31,1
54,349,451,1460,1,32,0
45,917,137,2190,3,4,1
29,0,4,4,1,1,0
33,3315,0,2920,4,0,0
40,895,63,730,3,2,1
39,13125,18,2190,3,6,0
3,335,0,7,1,0,0
47,4630,450,1825,6,24,1
59,638,388,2190,4,11,1
49,472,341,281,2,2,1
37,1634,83,365,1,0,1
54,8806,180,2190,7,17,0
28,2470,105,3285,3,0,0
44,4976,79,2632,5,8,1
39,511,95,1454,2,5,1
4,896,3,365,1,0,0
70,1217,221,166,2,4,1
39,398,20,1460,1,0,1
15,1125,29,1460,1,1,1
37,75,172,1460,1,5,1
65,393,512,2920,3,7,1
30,4095,32,309,1,0,1
31,321,74,365,2,1,1
23,1,4,1825,1,5,1
76,10257,370,2920,9,27,1
25,721,72,2190,2,2,1
9,356,4,66,1,0,0
8,887,0,28,1,0,0
23,2527,11,1003,2,1,0
8,828,0,28,1,0,0
38,273,64,61,3,0,1
35,3201,3,21,2,2,0
40,2080,66,43,3,4,1
12,1212,3,2920,1,1,0
41,2343,78,147,3,2,1
13,731,2,1416,1,0,0
16,1570,4,157,3,3,0
28,271,0,2920,2,1,0
23,1298,55,26,3,1,1
22,1036,9,9,3,0,0
40,6408,9,365,2,4,1
59,631,434,2920,2,9,1
47,1012,70,2190,6,5,1
49,3086,72,2190,5,2,1
63,4027,305,365,3,2,1
55,238,109,1825,1,23,0
48,525,128,28,3,6,0
38,2130,30,730,4,1,1
80,40155,1042,2190,9,68,1
77,23749,52,2555,15,39,1
47,1785,60,365,2,5,1
46,9152,81,300,9,5,1
47,1783,60,365,2,5,1
66,6602,63,730,9,25,1
39,685,34,1501,2,1,1
24,2,45,730,1,0,1
44,1646,153,130,3,6,1
39,1013,3,2555,4,2,0
6,2513,0,15,2,0,0
26,3136,56,1095,2,0,1
29,7040,8,2920,9,10,1
50,5231,76,1095,9,5,1
20,329,159,1095,1,1,0
46,8653,36,62,9,3,0
50,256,30,233,1,0,1
47,2001,67,1825,3,20,1
37,774,74,104,4,4,1
46,2514,69,2555,3,7,1
22,514,2,22,2,1,0
54,3,623,1460,1,4,1
10,1787,0,11,3,1,0
46,11025,30,1095,4,12,0
19,443,4,489,2,1,0
15,0,3,730,0,2,0
52,1887,209,365,4,14,1
51,0,295,1095,1,27,1
18,355,11,486,2,0,0
76,545,220,1825,2,17,1
57,467,368,1460,1,20,1
73,9065,162,330,7,17,1
11,1149,7,36,1,0,0
43,137,390,365,1,8,1
33,2030,83,490,2,0,1
61,8538,45,1460,5,12,1
27,604,2,112,2,1,0
27,2750,26,2190,4,2,1
38,2777,0,2190,3,3,1
3,471,0,1,1,0,0
42,500,395,1825,2,2,1
38,2619,54,2920,3,2,1
17,5556,6,1095,3,4,0
19,497,391,112,1,0,0
44,386,115,730,1,5,1
69,7147,98,2555,5,24,1
50,563,271,128,2,3,1
53,529,56,1825,3,14,1
26,104,56,33,1,0,1
11,0,4,1022,1,0,0
25,27,341,2555,4,13,1
56,415,403,2555,2,24,1
30,213,1,31,3,0,0
43,2388,41,730,3,1,1
21,482,4,17,1,0,0
24,1333,1,25,13,2,0
13,535,2,494,1,0,0
65,4791,84,2920,6,10,1
9,1118,2,1460,2,0,0
59,11013,97,2190,6,19,1
34,2066,193,3285,3,2,1
6,561,2,7,2,3,0
44,115,165,2555,2,9,1
20,2057,2,963,4,3,1
41,5570,28,2920,3,3,1
16,0,28,1095,1,0,0
49,2026,33,959,3,0,1
49,2026,33,959,2,0,0
19,897,27,38,2,1,0
35,391,2,9,2,1,0
55,8771,56,151,3,5,1
23,2203,3,321,3,2,0
67,787,953,1095,3,47,1
15,1092,4,161,1,0,0
37,1110,40,73,2,1,1
40,425,82,2555,2,3,1
22,239,124,76,1,0,1
21,635,2,28,3,2,0
5,1020,3,1825,1,0,0
43,273,67,1095,1,0,1
26,1572,243,2555,4,4,1
54,1407,311,104,2,5,1
23,910,12,9,1,1,0
48,2779,40,138,2,1,1
58,689,145,1460,3,5,1
80,26694,436,2920,16,31,1
25,2008,2,15,2,0,0
13,677,2,1095,2,0,0
16,1306,1,2190,2,0,0
6,2558,0,2555,1,0,0
36,5,312,1095,1,8,1
65,7339,51,2920,5,6,1
27,478,2,16,3,1,0
32,1939,91,1825,1,2,1
32,1939,91,1825,1,2,1
23,1120,0,6,3,0,0
58,19112,85,2190,8,36,1
13,113,2,1420,1,0,0
78,32296,81,1460,7,20,1
50,257,903,365,2,3,1
59,6031,43,2920,6,9,1
66,821,59,2920,1,10,0
9,297,3,3,1,0,0
55,6,350,730,1,9,0
39,920,57,1095,2,3,0
45,656,562,730,2,8,1
68,2362,358,950,5,28,1
11,2395,6,3285,4,3,0
75,19916,30,365,5,16,1
26,1325,37,136,1,0,1
64,474,177,1460,1,18,1
63,3877,68,1407,5,10,1
23,1081,65,332,6,3,1
36,4319,41,1460,1,1,1
7,917,1,2,2,0,0
63,1321,225,365,6,13,1
41,1230,59,35,6,1,1
38,2067,22,1460,2,3,1
30,802,0,2920,5,0,1
45,2743,61,1825,4,2,1
34,2042,26,92,6,2,1
36,1498,82,60,2,0,1
20,0,53,48,1,0,1
41,852,199,122,2,2,1
60,602,122,89,1,5,1
44,10078,37,730,3,1,1
25,3236,37,1460,6,12,1
32,0,671,2190,1,8,1
70,3791,79,1460,7,27,1
28,1588,1,242,4,5,0
70,3791,79,1460,7,27,0
13,2693,18,38,2,0,0
38,784,61,365,2,0,0
21,786,2,2,5,2,0
21,5885,0,2920,6,1,0
64,9729,197,2555,10,30,1
35,2177,7,2920,3,1,1
60,643,1172,2190,4,39,1
52,1397,88,1407,1,5,1
50,1118,255,123,2,2,1
51,356,326,248,1,10,1
38,543,170,1825,2,18,1
29,648,282,1018,1,0,1
50,291,45,21,1,1,0
44,654,246,74,1,1,1
13,464,23,335,3,4,0
35,907,97,2190,3,0,1
29,1435,34,36,5,2,0
52,3905,59,1825,6,12,1
52,21,25,730,2,2,0
76,20554,80,2190,7,26,1
54,4604,1036,2555,2,26,1
22,500,4,730,1,3,0
61,836,234,1095,2,5,1
39,5185,62,2555,4,8,1
65,148,1789,2555,4,25,1
31,398,80,365,2,1,1
51,2614,86,1460,3,5,1
32,1592,61,132,2,1,0
25,2393,2,13,4,13,0
60,7968,0,2920,12,31,0
44,0,159,365,1,5,1
17,2513,2,135,2,0,0
32,2014,52,237,5,0,0
25,4526,1,11,3,0,0
45,1072,54,2555,3,0,1
32,2102,7,365,4,2,0
48,628,133,1460,2,13,1
70,860,1467,730,6,53,1
34,630,18,730,1,1,1
33,2864,56,2190,3,5,1
35,2093,56,2920,2,0,1
50,0,30,231,1,0,0
28,684,331,2555,2,6,1
17,940,34,49,1,0,1
36,95,105,1825,3,2,1
55,881,0,2920,2,5,1
63,605,68,1460,2,21,1
9,567,1,5,2,1,0
39,2134,67,365,2,2,1
30,0,1121,1825,1,1,1
45,2121,49,2920,6,0,0
62,9080,83,55,7,3,1
47,4239,29,1430,3,10,1
11,647,79,32,2,1,0
40,2984,90,730,4,17,1
39,469,165,730,5,11,1
37,1284,15,21,1,1,0
24,676,2,3,3,0,0
71,15874,62,2920,16,16,1
16,247,4,35,1,0,0
43,3488,77,279,5,9,1
56,8516,60,41,2,2,1
42,5624,34,93,3,2,0
38,507,49,34,2,1,0
11,1026,9,18,3,2,0
23,613,27,65,1,0,1
36,610,74,2555,2,4,1
51,917,842,1095,2,7,1
16,409,26,730,2,0,0
75,41515,34,1460,5,5,1
34,900,209,1095,2,6,1
19,1314,0,2190,1,0,0
24,608,56,730,6,1,0
21,350,7,147,2,2,0
72,4633,354,1825,4,7,1
37,3556,61,1409,3,16,1
34,1609,59,21,4,1,0
25,808,48,1825,2,4,0
34,888,123,2190,3,8,1
51,725,325,247,1,10,1
59,686,733,2920,3,16,1
53,2304,77,51,1,2,1
53,2579,80,1457,5,3,1
52,180,133,1001,1,16,1
48,1804,78,2920,5,9,1
37,569,141,730,4,4,1
57,931,80,3285,4,0,1
46,14158,1,2920,11,6,0
29,2711,16,1825,2,1,0
38,1066,71,1095,3,13,1
78,25903,79,1825,9,42,1
34,1206,37,18,4,3,0
14,1954,2,5,2,0,0
40,409,633,1460,3,7,1
13,3682,16,759,2,3,0
58,6298,53,2920,6,12,1
47,436,41,2555,1,10,0
67,183,1032,2920,2,1,1
5,3097,0,8,1,0,0
42,4238,86,2255,3,8,1
67,445,511,2555,1,50,1
57,583,630,1095,2,18,1
11,18,6,1429,1,1,0
13,1549,6,9,2,0,0
78,22289,81,1460,5,20,1
24,1343,7,365,2,4,0
28,4,60,32,2,0,0
8,49,4,1021,1,0,0
20,1330,32,365,2,0,0
36,1387,59,2920,4,12,1
39,3015,78,2920,7,12,1
45,1134,43,122,2,0,0
49,2775,62,1460,4,1,1
33,5139,1,2555,13,12,1
47,10,303,343,2,5,1
52,8166,25,1441,4,41,1
65,1455,76,2920,3,17,1
43,288,184,730,1,0,1
34,1745,72,1460,1,2,1
67,414,398,376,2,12,1
68,317,280,2555,1,42,1
24,275,3,1460,1,0,0
3,139,2,2,1,0,0
24,1222,34,20,2,1,1
35,1458,103,33,3,1,0
41,3147,39,365,8,15,1
39,6,132,365,1,1,1
46,10734,51,2190,6,9,1
10,237,1,6,1,0,0
10,1764,3,3,4,2,0
31,383,85,1460,1,0,0
55,7755,56,149,3,5,1
37,2191,74,365,9,12,1
37,2306,21,365,4,1,0
60,935,557,1460,2,18,1
24,1151,4,5,3,0,0
16,1183,2,4,2,0,0
38,499,58,243,3,0,1
53,801,536,1825,2,26,1
10,1007,4,26,1,0,0
7,0,3,365,1,0,0
34,268,53,2920,3,0,0
59,841,257,2920,1,6,1
20,815,3,36,2,1,1
34,638,607,1095,1,10,1
37,825,0,2920,6,2,0
64,12245,69,2555,14,54,1
18,861,1,84,1,0,0
49,0,945,1825,1,1,1
41,335,48,1460,3,5,1
16,1115,5,10,2,0,0
1,0,6,1460,1,0,1
58,559,96,998,2,2,1
56,12786,97,1460,7,18,1
17,311,2,1026,1,0,0
17,27,1,1825,2,0,0
21,496,0,2190,2,0,1
51,639,511,2190,1,13,1
25,3181,155,2190,4,2,1
13,71,20,1095,1,3,0
45,1271,70,1825,2,3,1
45,453,187,365,2,4,1
57,2870,21,138,3,0,1
16,523,2,134,2,0,0
62,607,806,1825,3,25,1
38,25,131,365,2,1,1
24,0,135,84,0,2,1
15,849,5,10,5,1,0
31,1227,0,2920,4,0,1
15,289,2,378,3,0,0
36,566,75,1095,1,1,0
77,75009,25,730,16,22,1
69,18230,75,2555,8,11,1
40,350,176,64,2,6,1
48,2562,67,1825,3,6,1
11,134,4,2190,2,0,0
40,823,164,2555,3,3,1
37,1830,0,1825,3,2,1
53,873,47,1825,2,0,1
59,345,175,307,3,4,1
30,1090,45,2920,3,3,1
26,1789,35,2920,6,3,0
25,454,23,1418,1,0,0
68,15274,82,2190,11,27,1
36,1081,88,1825,7,11,1
53,1419,91,2190,5,17,1
53,835,845,3285,3,5,0
69,10261,20,365,4,4,1
5,1533,1,2,1,0,0
2,31,1,1,1,0,0
41,1729,23,730,3,1,1
33,1720,44,21,2,2,0
55,3638,69,730,4,12,0
22,1320,15,32,2,0,0
35,260,75,120,1,2,1
41,689,67,99,2,4,0
22,1346,1,22,1,0,0
41,435,136,1460,2,1,1
5,487,2,78,1,0,0
55,4382,809,1825,4,10,1
44,846,334,1095,1,1,1
20,458,67,730,2,3,1
25,1220,27,2555,5,2,0
47,2301,34,1825,2,11,0
17,1719,45,175,1,0,0
53,934,41,37,2,0,1
24,568,126,975,2,0,0
30,3125,35,42,1,0,0
25,2603,31,24,3,1,0
55,2959,52,56,5,0,1
17,531,8,975,2,3,0
24,703,54,19,3,1,0
26,6376,3,2920,3,1,0
5,487,2,78,1,0,0
12,1236,2,8,2,1,0
32,1677,61,96,6,5,1
44,910,36,27,3,3,0
4,267,1,4,1,0,0
57,2390,33,487,5,0,1
45,2322,576,365,3,2,1
25,2548,31,23,3,1,1
44,985,630,1460,2,9,1
18,1081,7,492,2,0,1
27,473,125,89,2,0,1
33,779,466,1095,3,8,1
21,501,36,30,2,1,0
29,1063,50,730,2,1,1
48,467,456,730,1,25,1
80,6338,48,135,4,9,1
21,592,1,730,1,1,1
39,13753,26,1825,5,14,0
54,596,130,2190,1,10,0
49,544,1036,2190,5,27,1
1,0,3,1460,1,0,0
59,692,2596,2920,3,36,1
6,1212,26,318,1,0,0
50,5410,25,2920,5,17,1
54,611,211,365,2,8,1
79,991,868,2190,4,87,0
58,3671,121,33,5,3,1
18,346,0,137,1,0,0
28,2321,306,1460,4,4,1
36,431,73,133,2,0,1
55,5337,806,1825,3,25,1
17,3054,0,365,2,0,1
43,527,466,1095,2,6,1
54,999,25,331,3,0,1
40,495,226,1029,1,2,1
4,654,0,1,2,1,0
41,2792,47,2920,6,0,1
80,58530,93,1095,10,26,1
61,12063,61,1825,10,19,1
41,6030,19,1825,2,2,0
58,4613,92,2555,8,19,1
78,18,54,730,1,11,1
30,523,49,39,2,0,1
32,946,47,167,2,0,1
32,527,23,1825,1,3,0
18,983,9,18,1,0,0
43,393,388,501,4,15,1
21,855,0,1825,3,7,0
6,421,2,76,1,0,0
33,758,466,1095,4,8,1
53,759,893,1504,1,7,1
31,5738,75,1825,2,3,1
61,930,197,1825,5,40,1
69,818,252,1460,3,12,1
4,706,2,1460,1,0,0
47,1948,276,170,3,2,0
23,1295,178,730,1,2,0
52,8898,41,1460,7,19,1
34,2627,45,1825,1,1,1
65,0,340,2190,0,29,1
10,4115,0,1095,5,0,0
28,1208,60,363,6,5,1
56,902,183,2920,5,16,1
36,873,0,2920,1,0,0
30,615,24,2555,4,8,0
34,4293,44,50,5,1,1
36,1216,72,50,2,1,1
59,928,370,1095,4,6,1
72,5964,53,2555,4,4,1
72,5964,53,2555,4,4,1
51,670,56,56,1,0,1
38,782,298,1095,3,14,1
33,1773,33,365,4,1,0
40,2178,63,2555,4,3,1
11,1011,10,29,2,0,0
40,3971,48,365,3,1,1
38,902,228,1460,6,9,1
36,945,75,1460,3,3,1
42,623,224,730,2,12,1
46,853,302,1825,1,9,1
44,783,231,945,1,7,1
42,2997,81,1825,10,13,1
37,437,61,1460,1,8,1
73,8971,50,3285,14,7,1
38,819,97,1095,1,8,1
63,2563,163,2920,8,5,1
35,4771,44,1095,4,12,1
6,1128,26,317,1,0,0
0,2,0,989,2,0,0
46,250,29,227,1,0,1
28,1842,31,730,2,0,1
11,514,2,38,1,0,0
22,661,8,4,2,1,0
9,2000,0,6,1,0,0
45,6946,0,2555,14,21,0
50,2165,231,357,2,4,1
19,1860,14,730,2,0,1
70,13941,2132,1825,4,45,0
67,1531,63,119,4,8,1
37,893,32,106,2,0,1
24,4940,36,2920,3,1,1
64,690,1243,2920,4,26,1
20,1861,95,730,3,1,1
80,58454,93,1095,10,26,1
41,2143,377,2555,5,4,1
32,291,54,365,1,2,1
80,55608,490,365,14,97,1
35,7878,21,730,3,1,0
58,9272,38,2920,9,9,1
20,3630,26,1023,2,0,0
52,2160,370,95,5,7,1
80,25253,314,2555,16,14,1
30,995,1306,2920,9,1,1
39,913,363,2190,2,5,1
30,2194,33,730,5,6,0
41,11056,72,1825,7,15,1
65,730,73,84,3,8,1
42,494,90,2920,4,3,1
28,769,87,1825,3,1,0
41,4853,47,2190,7,15,1
27,969,109,365,1,1,1
44,874,118,2920,4,0,1
26,910,52,11,4,1,0
42,1204,73,49,3,1,1
44,2570,161,365,4,9,1
40,120,35,365,1,1,1
39,632,123,2190,4,1,1
19,1515,45,1095,3,2,1
32,2558,0,1825,4,12,1
40,120,35,365,1,1,0
30,749,6,2555,1,1,0
9,2653,2,365,2,0,0
41,467,76,1825,4,12,0
76,1932,652,1095,4,175,1
65,607,452,1445,3,11,1
54,2961,73,2555,4,26,1
43,3097,7,55,7,4,0
35,364,95,2190,1,0,0
48,9501,14,2920,7,15,0
17,503,3,490,1,0,0
26,685,191,1460,1,7,0
56,477,106,2920,4,7,1
52,1161,81,730,2,3,1
25,5173,3,2920,3,0,0
4,1448,0,4,1,0,0
33,895,28,963,2,8,1
35,968,72,78,1,1,1
26,585,48,730,1,2,1
17,1185,2,730,3,1,1
68,7243,34,1095,7,5,1
29,202,29,15,1,1,0
34,1328,132,1460,2,1,1
36,683,104,2920,5,0,1
39,1549,255,120,2,0,1
8,597,3,365,1,0,0
50,252,331,365,1,4,1
6,713,4,147,1,0,0
45,280,48,130,2,2,1
45,279,48,130,1,2,1
39,7648,12,26,10,3,0
24,11103,18,1825,5,6,0
68,738,312,2920,1,7,1
43,224,766,1825,3,8,1
40,1252,46,364,4,3,1
12,1212,3,10,1,0,0
39,6601,81,34,7,3,0
26,1305,36,1825,2,1,0
33,3589,56,954,2,2,1
38,3378,25,365,3,1,1
59,1713,67,2190,5,2,1
18,1048,7,1022,2,0,0
24,3948,108,20,2,0,0
39,357,73,1460,2,4,0
79,2524,230,97,3,22,1
68,1926,98,1095,5,22,1
4,272,8,1,1,0,0
60,2382,51,2920,3,6,1
48,612,347,1825,2,2,1
33,635,166,2555,3,4,1
47,8976,59,43,10,27,1
59,721,366,1459,3,6,1
36,362,0,2190,1,1,0
42,5906,95,1825,9,10,1
24,15,79,365,1,0,0
